"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TWO^A","Two Harbors Investments Corp","27.23","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/two^a",
"TWO^B","Two Harbors Investments Corp","25.82","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/two^b",
"TWO^C","Two Harbors Investments Corp","24.76","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/two^c",
"TRCB","Two River Bancorp","19.13","$163.19M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trcb",
"TYL","Tyler Technologies, Inc.","222.1","$8.5B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tyl",
"TYME","Tyme Technologies, Inc.","3.16","$319.88M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tyme",
"TSN","Tyson Foods, Inc.","68.85","$25.31B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/tsn",
"USCR","U S Concrete, Inc.","52.5","$882.53M","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","1.5","$52.46M","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/prts",
"USB","U.S. Bancorp","50.02","$82.16B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/usb",
"USB^A","U.S. Bancorp","930","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/usb^a",
"USB^H","U.S. Bancorp","23.56","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usb^h",
"USB^M","U.S. Bancorp","27.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usb^m",
"USB^O","U.S. Bancorp","25.19","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usb^o",
"USEG","U.S. Energy Corp.","1.32","$16.62M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","1.61","$24.38M","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/grow",
"USAU","U.S. Gold Corp.","1.26","$21.86M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usau",
"USPH","U.S. Physical Therapy, Inc.","96","$1.22B","1992","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/usph",
"SLCA","U.S. Silica Holdings, Inc.","25.69","$2B","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/slca",
"USX","U.S. Xpress Enterprises, Inc.","15.14","$731.18M","2018","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/usx",
"UBNT","Ubiquiti Networks, Inc.","84.72","$6.28B","2011","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/ubnt",
"UBS","UBS AG","15.34","$57.1B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/ubs",
"UDR","UDR, Inc.","37.54","$10.05B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/udr",
"UFPT","UFP Technologies, Inc.","30.85","$226.69M","1993","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/ufpt",
"UGI","UGI Corporation","52.07","$9.01B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/ugi",
"ULTA","Ulta Beauty, Inc.","233.46","$14.05B","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","16.6","$642.82M","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/uctt",
"UPL","Ultra Petroleum Corp.","2.31","$455.19M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/upl",
"RARE","Ultragenyx Pharmaceutical Inc.","76.87","$3.83B","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","9.6","$152.88M","1992","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ulbi",
"UGP","Ultrapar Participacoes S.A.","11.84","$6.58B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/ugp",
"UMBF","UMB Financial Corporation","76.23","$3.82B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/umbf",
"UMH","UMH Properties, Inc.","15.35","$560.43M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/umh",
"UMH^B","UMH Properties, Inc.","26.45","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/umh^b",
"UMH^C","UMH Properties, Inc.","25.37","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/umh^c",
"UMH^D","UMH Properties, Inc.","23.42","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/umh^d",
"UMPQ","Umpqua Holdings Corporation","22.59","$4.97B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/umpq",
"UA","Under Armour, Inc.","21.08","$9.37B","2016","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ua",
"UAA","Under Armour, Inc.","22.48","$10B","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/uaa",
"UNAM","Unico American Corporation","7.85","$41.66M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/unam",
"UFI","Unifi, Inc.","31.7","$581.24M","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/ufi",
"UNF","Unifirst Corporation","176.9","$3.38B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/unf",
"UN","Unilever NV","55.72","$153.07B","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/un",
"UL","Unilever PLC","55.28","$66.9B","n/a","Basic Industries","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ul",
"LTN","Union Acquisition Corp.","9.69","$139.29M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ltn",
"LTN.U","Union Acquisition Corp.","n/a","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/ltn.u",
"LTN.WS","Union Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ltn.ws",
"LTN~","Union Acquisition Corp.","0.32","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ltn~",
"UBSH","Union Bankshares Corporation","38.88","$2.56B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsh",
"UNB","Union Bankshares, Inc.","51.9","$231.77M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unb",
"UNP","Union Pacific Corporation","141.68","$109.13B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/unp",
"UFAB","Unique Fabricating, Inc.","8.74","$85.36M","2015","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ufab",
"QURE","uniQure N.V.","37.8","$1.4B","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/qure",
"UIS","Unisys Corporation","12.9","$657.44M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/uis",
"UNT","Unit Corporation","25.56","$1.38B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/unt",
"UBCP","United Bancorp, Inc.","13.5","$74.99M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","22","$71.9M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uboh",
"UBSI","United Bankshares, Inc.","36.4","$3.83B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsi",
"UCBA","United Community Bancorp","27.2","$114.72M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ucba",
"UCBI","United Community Banks, Inc.","30.67","$2.43B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ucbi",
"UCFC","United Community Financial Corp.","10.99","$548.54M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/ucfc",
"UAL","United Continental Holdings, Inc.","69.73","$19.33B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ual",
"UBNK","United Financial Bancorp, Inc. ","17.52","$893.37M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/ubnk",
"UFCS","United Fire Group, Inc","54.51","$1.36B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ufcs",
"UIHC","United Insurance Holdings Corp.","19.58","$836.97M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/uihc",
"UMC","United Microelectronics Corporation","2.82","$6.78B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/umc",
"UNFI","United Natural Foods, Inc.","42.66","$2.15B","1996","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/unfi",
"UPS","United Parcel Service, Inc.","106.23","$91.54B","1999","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ups",
"URI","United Rentals, Inc.","147.62","$12.34B","1997","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/uri",
"UBFO","United Security Bancshares","11.2","$189.26M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubfo",
"UAMY","United States Antimony Corporation","0.48","$32.75M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/uamy",
"USM","United States Cellular Corporation","37.04","$3.16B","1988","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/usm",
"UZA","United States Cellular Corporation","25.105","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/uza",
"UZB","United States Cellular Corporation","25.59","n/a","2014","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/uzb",
"UZC","United States Cellular Corporation","25.62","n/a","2015","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/uzc",
"USLM","United States Lime & Minerals, Inc.","83.9","$469.23M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/uslm",
"X","United States Steel Corporation","34.75","$6.14B","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/x",
"UTX","United Technologies Corporation","125.03","$100.03B","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/utx",
"UTHR","United Therapeutics Corporation","113.15","$4.93B","1999","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/uthr",
"UG","United-Guardian, Inc.","19.15","$87.98M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ug",
"UNH","UnitedHealth Group Incorporated","245.34","$235.77B","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/unh",
"UNIT","Uniti Group Inc.","20.03","$3.52B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/unit",
"UTL","UNITIL Corporation","51.04","$758.52M","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/utl",
"UNTY","Unity Bancorp, Inc.","22.75","$243.63M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unty",
"UBX","Unity Biotechnology, Inc.","15.06","$637.24M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ubx",
"UNVR","Univar Inc.","26.24","$3.71B","2015","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/unvr",
"UVV","Universal Corporation","66.05","$1.65B","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/uvv",
"OLED","Universal Display Corporation","86","$4.05B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/oled",
"UEIC","Universal Electronics Inc.","33.05","$466.86M","1993","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/ueic",
"UFPI","Universal Forest Products, Inc.","36.62","$2.25B","1993","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/ufpi",
"UHT","Universal Health Realty Income Trust","63.98","$878.81M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/uht",
"UHS","Universal Health Services, Inc.","111.44","$10.52B","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/uhs",
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","35.1","$1.23B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/uve",
"ULH","Universal Logistics Holdings, Inc.","26.25","$745.37M","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/ulh",
"UUU","Universal Security Instruments, Inc.","1.15","$2.66M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/uuu",
"USAP","Universal Stainless & Alloy Products, Inc.","23.67","$205.31M","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/usap",
"UTI","Universal Technical Institute Inc","3.15","$79.33M","2003","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/uti",
"UVSP","Univest Corporation of Pennsylvania","27.5","$808.69M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uvsp",
"UNM","Unum Group","36.99","$8.18B","n/a","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/unm",
"UNMA","Unum Group","24.94","n/a","2018","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/unma",
"UMRX","Unum Therapeutics Inc.","14.35","$428.19M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/umrx",
"UPLD","Upland Software, Inc.","34.37","$740.07M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/upld",
"UQM","UQM Technologies Inc.","1","$54.14M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/uqm",
"URG","Ur Energy Inc","0.6701","$98.31M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/urg",
"UEC","Uranium Energy Corp.","1.61","$258.24M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/uec",
"UE","Urban Edge Properties","22.87","$2.61B","2015","Finance","Real Estate","https://www.nasdaq.com/symbol/ue",
"UONE","Urban One, Inc. ","2.4327","$118.07M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uone",
"UONEK","Urban One, Inc. ","2.1","$101.92M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uonek",
"URBN","Urban Outfitters, Inc.","44.55","$4.85B","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/urbn",
"URGN","UroGen Pharma Ltd.","49.76","$769.99M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urgn",
"UBA","Urstadt Biddle Properties Inc.","22.63","$896.89M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/uba",
"UBP","Urstadt Biddle Properties Inc.","18.27","$724.09M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ubp",
"UBP^G","Urstadt Biddle Properties Inc.","25.1578","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ubp^g",
"UBP^H","Urstadt Biddle Properties Inc.","24.95","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ubp^h",
"ECOL","US Ecology, Inc.","63.7","$1.4B","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/ecol",
"USFD","US Foods Holding Corp.","37.82","$8.17B","2016","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/usfd",
"USAC","USA Compression Partners, LP","16.83","$1.62B","2013","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/usac",
"USAT","USA Technologies, Inc.","14","$751.39M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/usat",
"USATP","USA Technologies, Inc.","27.77","$12.36M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/usatp",
"USAK","USA Truck, Inc.","23.47","$195.8M","1992","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/usak",
"USNA","USANA Health Sciences, Inc.","115.3","$2.79B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/usna",
"USDP","USD Partners LP","10.75","$280.99M","2014","Transportation","Railroads","https://www.nasdaq.com/symbol/usdp",
"USG","USG Corporation","43.12","$6.01B","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/usg",
"BIF","USLIFE Income Fund, Inc.","10.28","$1.09B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bif",
"UTMD","Utah Medical Products, Inc.","110.15","$410.92M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/utmd",
"UTSI","UTStarcom Holdings Corp","4.08","$146.45M","2000","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/utsi",
"UXIN","Uxin Limited","9.04","$2.77B","2018","n/a","n/a","https://www.nasdaq.com/symbol/uxin",
"VFC","V.F. Corporation","81.52","$32.16B","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/vfc",
"EGY","VAALCO Energy, Inc. ","2.73","$160.83M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/egy",
"MTN","Vail Resorts, Inc.","274.19","$11.06B","1997","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/mtn",
"VALE","VALE S.A.","12.82","$66.63B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/vale",
"VRX","Valeant Pharmaceuticals International, Inc.","23.24","$8.1B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrx",
"VLRX","Valeritas Holdings, Inc.","1.34","$33.09M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/vlrx",
"VLO","Valero Energy Corporation","110.83","$47.77B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/vlo",
"VLP","Valero Energy Partners LP","38.07","$2.64B","2013","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/vlp",
"VHI","Valhi, Inc.","4.76","$1.61B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/vhi",
"VALX","Validea Market Legends ETF","29.3","$24.9M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/valx",
"VR","Validus Holdings, Ltd.","67.6","$5.36B","2007","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/vr",
"VR^A","Validus Holdings, Ltd.","25.702","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vr^a",
"VR^B","Validus Holdings, Ltd.","25.42","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vr^b",
